"status","concept_id","sub_concept_id","jid","dim_label","term_html","term_excel","html_analysis","excel_analysis","sheet","addr","linked_articles","link_statuses","link_status"
"match","provider-developer","provider-of-high-risk-ai-systems","co","Communication to deployers","Provider of high-risk AI systems","Developer of high-risk AI systems","Make available information for deployers, other developers or third parties to complete an impact assessment of the AI system (§6-1-1702)","Make available information for deployers, other developers or third parties to complete an impact assessment of the AI system (§6-1-1702)","Provider_Developer_Analysis","C37","co-sb24205:6-1-1702","wrong_article","wrong_article"
"match","provider-developer","provider-of-high-risk-ai-systems","co","Compliance check","Provider of high-risk AI systems","Developer of high-risk AI systems","-","-","Provider_Developer_Analysis","C29","","",""
"match","provider-developer","provider-of-high-risk-ai-systems","co","Documentation keeping","Provider of high-risk AI systems","Developer of high-risk AI systems","-","-","Provider_Developer_Analysis","C36","","",""
"match","provider-developer","provider-of-high-risk-ai-systems","co","General information disclosure","Provider of high-risk AI systems","Developer of high-risk AI systems","Make available to the deployer or other developer, general statement about use of the system, summaries on training data, limitations and risks of algorithmic discrimination, and intended benefits (§6-1-1702)","Make available to the deployer or other developer, general statement about use of the system, summaries on training data, limitations and risks of algorithmic discrimination, and intended benefits (§6-1-1702)","Provider_Developer_Analysis","C33","co-sb24205:6-1-1702","wrong_article","wrong_article"
"match","provider-developer","provider-of-high-risk-ai-systems","co","Incident / risk reporting","Provider of high-risk AI systems","Developer of high-risk AI systems","Report known or foreseeable risks of algorithmic discrimination to attorney general and known developers or providers of the system within 90 days (§6-1-1702)","Report known or foreseeable risks of algorithmic discrimination to attorney general and known developers or providers of the system within 90 days (§6-1-1702)","Provider_Developer_Analysis","C38","co-sb24205:6-1-1702","wrong_article","wrong_article"
"match","provider-developer","provider-of-high-risk-ai-systems","co","Penalties","Provider of high-risk AI systems","Developer of high-risk AI systems","Up to $20K per violation (Colorado Consumer Protection Act)","Up to $20K per violation (Colorado Consumer Protection Act)","Provider_Developer_Analysis","C41","","",""
"match","provider-developer","provider-of-high-risk-ai-systems","co","Provider / developer information","Provider of high-risk AI systems","Developer of high-risk AI systems","Make publicly available statement summarising types of high-risk AI systems provided by developer (§6-1-1702)","Make publicly available statement summarising types of high-risk AI systems provided by developer (§6-1-1702)","Provider_Developer_Analysis","C28","co-sb24205:6-1-1702","wrong_article","wrong_article"
"missing_in_html","provider-developer","provider-of-high-risk-ai-systems","co","Providers of GPAI models / Covered provider / Developer","","Developer of high-risk AI systems","","California (SB 942)","Provider_Developer_Analysis","C47","","",""
"match","provider-developer","provider-of-high-risk-ai-systems","co","Rebuttal","Provider of high-risk AI systems","Developer of high-risk AI systems","60-day opportunity to cure violation and compliance with latest NIST AI Risk Management Framework and ISO/IEC 42001 standards rebuts violation  (§6-1-1706)","60-day opportunity to cure violation and compliance with latest NIST AI Risk Management Framework and ISO/IEC 42001 standards rebuts violation  (§6-1-1706)","Provider_Developer_Analysis","C40","co-sb24205:6-1-1706","wrong_article","wrong_article"
"match","provider-developer","provider-of-high-risk-ai-systems","co","Registration","Provider of high-risk AI systems","Developer of high-risk AI systems","-","-","Provider_Developer_Analysis","C27","","",""
"match","provider-developer","provider-of-high-risk-ai-systems","co","Regulatory trigger","Provider of high-risk AI systems","Developer of high-risk AI systems","Outcome-based","Outcome-based","Provider_Developer_Analysis","C25","","",""
"match","provider-developer","provider-of-high-risk-ai-systems","co","Risk management","Provider of high-risk AI systems","Developer of high-risk AI systems","Make publicly available statement summarising how risks of algorithmic discrimination are managed (§6-1-1702)","Make publicly available statement summarising how risks of algorithmic discrimination are managed (§6-1-1702)","Provider_Developer_Analysis","C35","co-sb24205:6-1-1702","wrong_article","wrong_article"
"match","provider-developer","provider-of-high-risk-ai-systems","co","Scope","Provider of high-risk AI systems","Developer of high-risk AI systems","A person that develops or substantially modifies an AI system that is substantial factor in a  'consequential decision' (education enrolment or an education opportunity; employment or an employment opportunity; a financial or lending service; an essential government service; health-care services; housing; insurance; or a legal service) (§6-1-1701)","A person that develops or substantially modifies an AI system that is substantial factor in a  'consequential decision' (education enrolment or an education opportunity; employment or an employment opportunity; a financial or lending service; an essential government service; health-care services; housing; insurance; or a legal service) (§6-1-1701)","Provider_Developer_Analysis","C24","co-sb24205:6-1-1701","wrong_article","wrong_article"
"match","provider-developer","provider-of-high-risk-ai-systems","co","Specific information disclosure","Provider of high-risk AI systems","Developer of high-risk AI systems","Make available to the deployer or other developer, documentation describing model evaluation and measures to mitigate risk of algorithmic discrimination, data governance measures and instructions for system use and monitoring (§6-1-1702)","Make available to the deployer or other developer, documentation describing model evaluation and measures to mitigate risk of algorithmic discrimination, data governance measures and instructions for system use and monitoring (§6-1-1702)","Provider_Developer_Analysis","C34","co-sb24205:6-1-1702","wrong_article","wrong_article"
"match","provider-developer","provider-of-high-risk-ai-systems","co","Temporal trigger","Provider of high-risk AI systems","Developer of high-risk AI systems","Upon making AI system available","Upon making AI system available","Provider_Developer_Analysis","C26","","",""
"missing_in_excel","provider-developer","provider-of-high-risk-ai-systems","co","Term","Provider of high-risk AI systems","","Developer of high-risk AI systems","","","","co-sb24205:6-1-1701;co-sb24205:6-1-1704;co-sb24205:6-1-1702;co-sb24205:6-1-1706","wrong_article;wrong_article;wrong_article;wrong_article","wrong_article"
"match","provider-developer","provider-of-high-risk-ai-systems","co","Transparency","Provider of high-risk AI systems","Developer of high-risk AI systems","Developer that makes available AI system intended to interact with consumers must disclose AI interaction (§6-1-1704)","Developer that makes available AI system intended to interact with consumers must disclose AI interaction (§6-1-1704)","Provider_Developer_Analysis","C30","co-sb24205:6-1-1704","wrong_article","wrong_article"
"match","provider-developer","provider-of-high-risk-ai-systems","eu","AI literacy","Provider of high-risk AI systems","Provider of high-risk AI systems","Providers must ensure people operating / using AI systems on their behalf have a sufficient level of AI literacy (Article 4)","Providers must ensure people operating / using AI systems on their behalf have a sufficient level of AI literacy (Article 4)","Provider_Developer_Analysis","B39","","",""
"match","provider-developer","provider-of-high-risk-ai-systems","eu","Communication to deployers","Provider of high-risk AI systems","Provider of high-risk AI systems","Provide relevant information, capabilities, technical access and other assistance to enable provider compliance with regulation (Article 25)","Provide relevant information, capabilities, technical access and other assistance to enable provider compliance with regulation (Article 25)","Provider_Developer_Analysis","B37","","",""
"match","provider-developer","provider-of-high-risk-ai-systems","eu","Compliance check","Provider of high-risk AI systems","Provider of high-risk AI systems","Systems must undergo conformity assessment (Article 47); affix CE marking (Article 16)","Systems must undergo conformity assessment (Article 47); affix CE marking (Article 16)","Provider_Developer_Analysis","B29","","",""
"match","provider-developer","provider-of-high-risk-ai-systems","eu","Documentation keeping","Provider of high-risk AI systems","Provider of high-risk AI systems","Keep documentation for 10 years (Article 18)","Keep documentation for 10 years (Article 18)","Provider_Developer_Analysis","B36","","",""
"match","provider-developer","provider-of-high-risk-ai-systems","eu","General information disclosure","Provider of high-risk AI systems","Provider of high-risk AI systems","Draw up and maintain general description of the AI system, including intended purpose, version, software / hardware and instructions for use (Article 11, Annex IV)","Draw up and maintain general description of the AI system, including intended purpose, version, software / hardware and instructions for use (Article 11, Annex IV)","Provider_Developer_Analysis","B33","","",""
"match","provider-developer","provider-of-high-risk-ai-systems","eu","Incident / risk reporting","Provider of high-risk AI systems","Provider of high-risk AI systems","Within 2 to 15 days, depending on severity (Article 73)","Within 2 to 15 days, depending on severity (Article 73)","Provider_Developer_Analysis","B38","","",""
"match","provider-developer","provider-of-high-risk-ai-systems","eu","Penalties","Provider of high-risk AI systems","Provider of high-risk AI systems","Up to €15M or 3% of total worldwide annual turnover
Up to €7M or 1% of total worldwide annual turnover for incorrect information (Article 99)","Up to €15M or 3% of total worldwide annual turnover
Up to €7M or 1% of total worldwide annual turnover for incorrect information (Article 99)","Provider_Developer_Analysis","B41","eu-ai-act:99","verbatim_found","verbatim_found"
"match","provider-developer","provider-of-high-risk-ai-systems","eu","Provider / developer information","Provider of high-risk AI systems","Provider of high-risk AI systems","Indicate on AI system or its packaging or accompanying documentation contact details of AI provider (Article 16)","Indicate on AI system or its packaging or accompanying documentation contact details of AI provider (Article 16)","Provider_Developer_Analysis","B28","","",""
"missing_in_html","provider-developer","provider-of-high-risk-ai-systems","eu","Providers of GPAI models / Covered provider / Developer","","Provider of high-risk AI systems","","EU (AIA)","Provider_Developer_Analysis","B47","","",""
"match","provider-developer","provider-of-high-risk-ai-systems","eu","Rebuttal","Provider of high-risk AI systems","Provider of high-risk AI systems","Provider can demonstrate system is not high-risk, but registration obligations still apply (Article 6)","Provider can demonstrate system is not high-risk, but registration obligations still apply (Article 6)","Provider_Developer_Analysis","B40","eu-ai-act:6","verbatim_found","verbatim_found"
"match","provider-developer","provider-of-high-risk-ai-systems","eu","Registration","Provider of high-risk AI systems","Provider of high-risk AI systems","Register in EU database (Article 49)","Register in EU database (Article 49)","Provider_Developer_Analysis","B27","eu-ai-act:16;eu-ai-act:49","verbatim_found;verbatim_found","verbatim_found"
"match","provider-developer","provider-of-high-risk-ai-systems","eu","Regulatory trigger","Provider of high-risk AI systems","Provider of high-risk AI systems","Domain-based","Domain-based","Provider_Developer_Analysis","B25","","",""
"match","provider-developer","provider-of-high-risk-ai-systems","eu","Risk management","Provider of high-risk AI systems","Provider of high-risk AI systems","Put in place a quality management system (Article 16) and a post-market monitoring system (Article 72); keep automatically-generated system logs (Article 19)","Put in place a quality management system (Article 16) and a post-market monitoring system (Article 72); keep automatically-generated system logs (Article 19)","Provider_Developer_Analysis","B35","","",""
"match","provider-developer","provider-of-high-risk-ai-systems","eu","Scope","Provider of high-risk AI systems","Provider of high-risk AI systems","A person that develops or has developed or makes a substantial modification to an AI or GPAI system that: 1) acts as a safety component of a product, or is a product itself, covered by specific Union harmonisation legislation (e.g., machinery, toys, medical devices), and 2) are listed in any of the following areas: biometrics; critical infrastructure; educational and vocational training; employment, workers' management and access to self-employment; essential private and public services and benefits; law enforcement; migration, asylum and border control management; administration of justice and democratic processes (Article 3, Article 6, Annex III)","A person that develops or has developed or makes a substantial modification to an AI or GPAI system that: 1) acts as a safety component of a product, or is a product itself, covered by specific Union harmonisation legislation (e.g., machinery, toys, medical devices), and 2) are listed in any of the following areas: biometrics; critical infrastructure; educational and vocational training; employment, workers' management and access to self-employment; essential private and public services and benefits; law enforcement; migration, asylum and border control management; administration of justice and democratic processes (Article 3, Article 6, Annex III)","Provider_Developer_Analysis","B24","eu-ai-act:3;eu-ai-act:6;eu-ai-act:III;eu-ai-act:25","verbatim_found;verbatim_found;verbatim_found;verbatim_found","verbatim_found"
"match","provider-developer","provider-of-high-risk-ai-systems","eu","Specific information disclosure","Provider of high-risk AI systems","Provider of high-risk AI systems","Draw up detailed description of system development, design specifications, architecture, datasets, oversight, validation and testing procedures; detailed information about monitoring, functioning and control of the system, including level of accuracy and performance metrics, risks, and post-market monitoring plan (Article 11, Annex IV)","Draw up detailed description of system development, design specifications, architecture, datasets, oversight, validation and testing procedures; detailed information about monitoring, functioning and control of the system, including level of accuracy and performance metrics, risks, and post-market monitoring plan (Article 11, Annex IV)","Provider_Developer_Analysis","B34","","",""
"match","provider-developer","provider-of-high-risk-ai-systems","eu","Temporal trigger","Provider of high-risk AI systems","Provider of high-risk AI systems","Prior to placing AI system on the market","Prior to placing AI system on the market","Provider_Developer_Analysis","B26","","",""
"missing_in_excel","provider-developer","provider-of-high-risk-ai-systems","eu","Term","Provider of high-risk AI systems","","Provider of high-risk AI systems","","","","eu-ai-act:6;eu-ai-act:III;eu-ai-act:25;eu-ai-act:50;eu-ai-act:13;eu-ai-act:16;eu-ai-act:17;eu-ai-act:18;eu-ai-act:11;eu-ai-act:IV;eu-ai-act:19;eu-ai-act:43;eu-ai-act:47;eu-ai-act:48;eu-ai-act:49;eu-ai-act:20;eu-ai-act:21;eu-ai-act:22;eu-ai-act:72;eu-ai-act:73;eu-ai-act:99","verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found;verbatim_found","verbatim_found"
"match","provider-developer","provider-of-high-risk-ai-systems","eu","Transparency","Provider of high-risk AI systems","Provider of high-risk AI systems","Disclose AI interaction;
If generating synthetic content, put in place machine-readable disclosure that content is AI-generated (Article 50);
System design must be sufficiently transparent to enable human oversight (Article 13)","Disclose AI interaction;
If generating synthetic content, put in place machine-readable disclosure that content is AI-generated (Article 50);
System design must be sufficiently transparent to enable human oversight (Article 13)","Provider_Developer_Analysis","B30","eu-ai-act:50;eu-ai-act:13","verbatim_found;verbatim_found","verbatim_found"
"match","risk","systemic-risk","ca","Approach","Catastrophic risk","Catastrophic risk","Quantitative","Quantitative","Risk_ANALYSIS","C6","","",""
"match","risk","systemic-risk","ca","Definition","Catastrophic risk","Catastrophic risk","Foreseeable and material risk of frontier models  (>10²⁶ FLOPs) (§22757.11)","Foreseeable and material risk of frontier models  (>10²⁶ FLOPs) (§22757.11)","Risk_ANALYSIS","C4","ca-sb53:22757.11","verbatim_found","verbatim_found"
"match","risk","systemic-risk","ca","Exemptions","Catastrophic risk","Catastrophic risk","When information provided in model outputs is publicly accessible; lawful activity of the federal government; harm in combination with other software where the frontier model did not materially contribute (§22757.11)","When information provided in model outputs is publicly accessible; lawful activity of the federal government; harm in combination with other software where the frontier model did not materially contribute (§22757.11)","Risk_ANALYSIS","C8","ca-sb53:22757.11","verbatim_found","verbatim_found"
"match","risk","systemic-risk","ca","Harm thresholds","Catastrophic risk","Catastrophic risk",">50 deaths or serious injuries OR >$1 billion in property damage from a single incident (§22757.11)",">50 deaths or serious injuries OR >$1 billion in property damage from a single incident (§22757.11)","Risk_ANALYSIS","C7","ca-sb53:22757.11","verbatim_found","verbatim_found"
"match","risk","systemic-risk","ca","Scope","Catastrophic risk","Catastrophic risk","Closed list of three: expert-level assistance with CBRN weapons; autonomous conduct that would constitute cyberattack, murder, assault, extortion or theft; evading developer/user control (§22757.11)","Closed list of three: expert-level assistance with CBRN weapons; autonomous conduct that would constitute cyberattack, murder, assault, extortion or theft; evading developer/user control (§22757.11)","Risk_ANALYSIS","C5","ca-sb53:22757.11","verbatim_found","verbatim_found"
"missing_in_excel","risk","systemic-risk","ca","Term","Catastrophic risk","","Catastrophic risk","","","","ca-sb53:22757.11","verbatim_found","verbatim_found"
"match","risk","systemic-risk","eu","Approach","Systemic risk","Systemic risk","Qualitative","Qualitative","Risk_ANALYSIS","B6","","",""
"match","risk","systemic-risk","eu","Definition","Systemic risk","Systemic risk","Risk specific to high-impact capabilities of GPAI models (Article 3)","Risk specific to high-impact capabilities of GPAI models (Article 3)","Risk_ANALYSIS","B4","eu-ai-act:3","verbatim_found","verbatim_found"
"match","risk","systemic-risk","eu","Exemptions","Systemic risk","Systemic risk","-","-","Risk_ANALYSIS","B8","eu-ai-act:51","verbatim_found","verbatim_found"
"match","risk","systemic-risk","eu","Harm thresholds","Systemic risk","Systemic risk","Significant Union-market impact or foreseeable negative effects on protected interests (i.e., public health, safety, public security, fundamental rights, or the society as a whole) (Article 3)","Significant Union-market impact or foreseeable negative effects on protected interests (i.e., public health, safety, public security, fundamental rights, or the society as a whole) (Article 3)","Risk_ANALYSIS","B7","","",""
"match","risk","systemic-risk","eu","Scope","Systemic risk","Systemic risk","“a risk that is specific to the high-impact capabilities of general-purpose AI models, having a significant impact on the Union market due to their reach, or due to actual or reasonably foreseeable negative effects on public health, safety, public security, fundamental rights, or the society as a whole, that can be propagated at scale across the value chain” (Article 3)","“a risk that is specific to the high-impact capabilities of general-purpose AI models, having a significant impact on the Union market due to their reach, or due to actual or reasonably foreseeable negative effects on public health, safety, public security, fundamental rights, or the society as a whole, that can be propagated at scale across the value chain” (Article 3)","Risk_ANALYSIS","B5","eu-ai-act:51","verbatim_found","verbatim_found"
"missing_in_excel","risk","systemic-risk","eu","Term","Systemic risk","","Systemic risk","","","","eu-ai-act:3","verbatim_found","verbatim_found"
"match","risk","systemic-risk","ny","Approach","Catastrophic risk","Catastrophic risk","Quantitative","Quantitative","Risk_ANALYSIS","D6","","",""
"match","risk","systemic-risk","ny","Definition","Catastrophic risk","Catastrophic risk","Foreseeable and material risk of frontier models  (>10²⁶ FLOPs) (§1420)","Foreseeable and material risk of frontier models  (>10²⁶ FLOPs) (§1420)","Risk_ANALYSIS","D4","ny-s8828:1420","verbatim_found","verbatim_found"
"match","risk","systemic-risk","ny","Exemptions","Catastrophic risk","Catastrophic risk","When information provided in model outputs is publicly accessible; lawful activity of the federal government; harm in combination with other software where the frontier model did not materially contribute (§1420)","When information provided in model outputs is publicly accessible; lawful activity of the federal government; harm in combination with other software where the frontier model did not materially contribute (§1420)","Risk_ANALYSIS","D8","ny-s8828:1420","verbatim_found","verbatim_found"
"match","risk","systemic-risk","ny","Harm thresholds","Catastrophic risk","Catastrophic risk",">50 deaths or serious injuries OR >$1 billion in property damage from a single incident (§1420)",">50 deaths or serious injuries OR >$1 billion in property damage from a single incident (§1420)","Risk_ANALYSIS","D7","ny-s8828:1420","verbatim_found","verbatim_found"
"match","risk","systemic-risk","ny","Scope","Catastrophic risk","Catastrophic risk","Closed list of three: expert-level assistance with CBRN weapons; autonomous conduct that would constitute cyberattack, murder, assault, extortion or theft; evading developer/user control (§1420)","Closed list of three: expert-level assistance with CBRN weapons; autonomous conduct that would constitute cyberattack, murder, assault, extortion or theft; evading developer/user control (§1420)","Risk_ANALYSIS","D5","ny-s8828:1420","verbatim_found","verbatim_found"
"missing_in_excel","risk","systemic-risk","ny","Term","Catastrophic risk","","Catastrophic risk","","","","ny-s8828:1420","verbatim_found","verbatim_found"
